Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
68840064,BrainStrains Power Puzzles: 240 Mind-Blowing Challenges,1,"Coussement, Frank",,"Sloane, Paul|MacHale, Des|Willis, Norman D.|Kay, Keith|Schepper, Peter De",||||,"Sterling (2002), Edition: illustrated edition, Paperback, 352 pages",2002,,,,,BrainStrains Power Puzzles: 240 Mind-Blowing Challenges by Frank Coussement (2002),Paperback,352 p.; 8.16 inches,1.58 pounds,8.16 inches,0.81 inches,7.22 inches,8.16 x 7.22 x 0.81 inches,352 ,,,,,,,,Your library,English,English,GV1493 .P69,[1402701942],"[1402701942, 9781402701948]",,793,Amusements and Recreation > Arts and Recreation > Indoor Amusements,,1,amazon.com,2011-01-12,,,427856,,,,
68840089,Quantum Physics,1,"Gasiorowicz, Stephen",,,,"John Wiley & Sons Inc (1974), Edition: Binding Torn, Worn, Hardcover, 514 pages",1974,,,,,Quantum Physics by Stephen Gasiorowicz (1974),Hardcover,514 p.; 9.06 inches,1.8 pounds,9.06 inches,1.34 inches,6.06 inches,9.06 x 6.06 x 1.34 inches,514 ,,,,,,,,Your library,English,English,QC174.12 .G37,[047129280X],"[047129280X, 9780471292807]",Quantum theory|quantum theory,530.12,Mathematics and Science > Physics > Physics > Quantum Mechanics > Theoretical Physics,,1,amazon.com,2011-01-12,,,84155,,,,
68840101,Dynamic Data Assimilation: A Least Squares Approach (Encyclopedia of Mathematics and its Applications),1,"Lewis, John M.",,"Lakshmivarahan, S.|Dhall, Sudarshan",|,"Cambridge University Press (2006), Hardcover, 680 pages",2006,,5,,,Dynamic Data Assimilation: A Least Squares Approach (Encyclopedia of Mathematics and its Applications) by John M. Lewis (2006),Hardcover,680 p.; 9.21 inches,2.47 pounds,9.21 inches,1.57 inches,6.38 inches,9.21 x 6.38 x 1.57 inches,680 ,,,,,,,,Your library,English,,,[0521851556],"[0521851556, 9780521851558]",,511.8,General Principles > Mathematics > Mathematics and Science > Modeling And Simulation,,1,amazon.com,2011-01-12,,,8928495,,,,
68840117,Statistical Orbit Determination,1,"Schutz, Bob",,"Born, George H.|Tapley, Byron",|,"Academic Press (2004), Edition: 1, Hardcover, 547 pages",2004,,4,,,Statistical Orbit Determination by Bob Schutz (2004),Hardcover,547 p.; 9 inches,2.2 pounds,9 inches,1.5 inches,6.2 inches,9 x 6.2 x 1.5 inches,547 ,,,,,,,,Your library,English,,,[0126836302],"[0126836302, 9780126836301]",,629.4113,Astro-dynamics > Astronauts and Space Travel  > Engineering > Orbital Mechanics > Other Branches > Technology,,1,amazon.com,2011-01-12,,,6252876,,,,
73121182,Pattern Recognition and Machine Learning (Information Science and Statistics),1,"Bishop, Christopher M.",,,,"Springer (2007), Edition: 1st ed. 2006. Corr. 2nd printing, Hardcover, 738 pages",2007,,5,,,Pattern Recognition and Machine Learning (Information Science and Statistics) by Christopher M. Bishop (2007),Hardcover,738 p.; 9.37 inches,4.01 pounds,9.37 inches,1.81 inches,7.56 inches,9.37 x 7.56 x 1.81  inches,738 ,,,,,,,,Your library,English,English,Q327 .B52,[0387310738],"[0387310738, 9780387310732]",Machine learning|Pattern perception,006.4,Computing And Information > Information > Pattern And Speech Recognition > Special Topics,,1,amazon.com,2011-05-08,,,1782851,,,,
101095765,Fundamentals of Astrodynamics (Dover Books on Aeronautical Engineering),1,"Bate, Roger R.",,"White, Jerry E.|Mueller, Donald D.",|,"Dover Publications (1971), Edition: 1, Paperback, 455 pages",1971,,,,,Fundamentals of Astrodynamics (Dover Books on Aeronautical Engineering) by Roger R. Bate (1971),Paperback,455 p.; 5.51 x 0.91 inches,1.06 pounds,0.91 inches,8.5 inches,5.51 inches,0.91 x 5.51 x 8.5 inches,455 ,,,,,,,,Your library,English,English,TL1050 .B33,[0486600610],"[0486600610, 9780486600611]",Astrodynamics,629.411,Astro-dynamics > Astronauts and Space Travel  > Engineering > Other Branches > Technology,,1,amazon.com,2013-08-17,,,252324,,,,
101095857,UNIX and Linux System Administration Handbook (4th Edition),1,"Nemeth, Evi",,"Snyder, Garth|Hein, Trent R.|Whaley, Ben",||,"Prentice Hall (2010), Edition: 4th, Paperback, 1344 pages",2010,,,,,UNIX and Linux System Administration Handbook (4th Edition) by Evi Nemeth (2010),Paperback,1344 p.; 7.05 inches,3.75 pounds,7.05 inches,9.09 inches,1.65 inches,7.05 x 1.65 x 9.09 inches,1344 ,,,,,,,,Your library,English,English,QA76.76 .O63,[0131480057],"[0131480057, 9780131480056]",,005.432,Compilers And Operating Systems  > Computer Software > Computing And Information > Information > Unix-Like,,1,amazon.com,2013-08-17,,,14374496,,,,
101095875,ERLANG Programming,1,"Cesarini, Francesco",,"Thompson, Simon",,"O'Reilly Media (2009), Edition: 1, Paperback, 498 pages",2009,,,,,ERLANG Programming by Francesco Cesarini (2009),Paperback,498 p.; 6.73 x 1.08 inches,1.75 pounds,1.08 inches,9.25 inches,6.73 inches,1.08 x 6.73 x 9.25 inches,498 ,,,,,,,,Your library,English,English,QA76.73 .E75,[0596518188],"[0596518188, 9780596518189]",,005.133,Computer Software > Computing And Information > General Programming Languages > Information > Languages > Programming,,1,amazon.com,2013-08-17,,,8047335,,,,
101095903,Programming Erlang: Software for a Concurrent World,1,"Armstrong, Joe",,,,"Pragmatic Bookshelf (2007), Edition: 1, Paperback, 536 pages",2007,,,,,Programming Erlang: Software for a Concurrent World by Joe Armstrong (2007),Paperback,536 p.,1.74 pounds,,9.02 inches,7.6 inches,8.9 x 7.6 x 9.02 inches,536 ,,,,,,,,Your library,English,English,QA76.73 .E75,[193435600X],"[193435600X, 9781934356005]","ERLANG (Computer program language)|Programming languages (Electronic computers) > Handbooks, manuals, etc",005.133,Computer Software > Computing And Information > General Programming Languages > Information > Languages > Programming,,1,amazon.com,2013-08-17,,,2720239,,,,
101095919,Hadoop: The Definitive Guide,1,"White, Tom",,,,"O'Reilly Media (2012), Edition: 3, Paperback, 688 pages",2012,,,,,Hadoop: The Definitive Guide by Tom White (2012),Paperback,688 p.; 7.01 inches,2.36 pounds,7.01 inches,9.17 inches,1.42 inches,7.01 x 1.42 x 9.17 inches,688 ,,,,,,,,Your library,English,English,QA76.9 .D5,[1449311520],"[1449311520, 9781449311520]",,005.74,Computer Software > Computing And Information > Data > General Databases And Data Files > Information,,1,amazon.com,2013-08-17,,,8488103,,,,
101095932,"The Java Tutorial: A Short Course on the Basics, 4th Edition",5,"Zakhour, Sharon Biocca",,"Hommel, Scott|Royal, Jacob|Rabinovitch, Isaac|Risser, Tom|Hoeber, Mark",||||,"Addison-Wesley Professional (2006), Edition: 4th, Paperback, 672 pages",2006,,,,,"The Java Tutorial: A Short Course on the Basics, 4th Edition by Sharon Biocca Zakhour (2006)",Paperback,672 p.; 6.85 x 1.02 inches,2.08 pounds,1.02 inches,9.09 inches,6.85 inches,1.02 x 6.85 x 9.09 inches,672 ,,,,,,,,Your library,English,English,QA76.73 .J38,[0321334205],"[0321334205, 9780321334206]",,005.133,Computer Software > Computing And Information > General Programming Languages > Information > Languages > Programming,,1,amazon.com,2013-08-17,,,1931574,,,,
101095952,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition (Springer Series in Statistics)",5,"Hastie, Trevor",,"Friedman, Jerome|Tibshirani, Robert",|,"Springer (2011), Edition: 2nd ed. 2009. Corr. 7th printing 2013, Hardcover, 745 pages",2011,,,,,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition (Springer Series in Statistics) by Trevor Hastie (2011)",Hardcover,745 p.; 6.1 x 1.5 inches,3.15 pounds,1.5 inches,9.06 inches,6.1 inches,1.5 x 6.1 x 9.06 inches,745 ,,,,,,,,Your library,English,English,Q325.75 H37,[0387848576],"[0387848576, 9780387848570]",Supervised learning (Machine learning),519,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science",,1,amazon.com,2013-08-17,,,90490,,,,
101096140,Pattern Classification (Pt.1),1,"Duda, Richard O.",,"Hart, Peter E.|Stork, David G.",|,"Wiley-Interscience (2000), Edition: 2, Hardcover, 680 pages",2000,,,,,Pattern Classification (Pt.1) by Richard O. Duda (2000),Hardcover,680 p.; 7.2 x 1.3 inches,2.75 pounds,1.3 inches,10.16 inches,7.2 inches,1.3 x 7.2 x 10.16 inches,680 ,,,,,,,,Your library,English,English,Q327 .D83,[0471056693],"[0471056693, 9780471056690]",Pattern recognition systems|Statistical decision,006.4,Computing And Information > Information > Pattern And Speech Recognition > Special Topics,,1,amazon.com,2013-08-17,,,151627,,,,
101096147,Angular Momentum: Understanding Spatial Aspects in Chemistry and Physics,1,"Zare, Richard N.",,,,"Wiley-Interscience (1988), Edition: 1, Hardcover, 368 pages",1988,,,,,Angular Momentum: Understanding Spatial Aspects in Chemistry and Physics by Richard N. Zare (1988),Hardcover,368 p.; 6.34 x 0.87 inches,1.39 pounds,0.87 inches,9.41 inches,6.34 inches,0.87 x 6.34 x 9.41 inches,368 ,,,,,,,,Your library,English,,QC793.3 .A5,[0471858927],"[0471858927, 9780471858928]",,,,,1,amazon.com,2013-08-17,,,1334858,,,,
101096159,Microwave Spectoscopy,1,"Townes, CH",,"Schawlow, AL",,"Dover Publications (1975), Paperback",1975,,,,,Microwave Spectoscopy by CH Townes (1975),Paperback,,,,,,,,,,,,,,,Your library,English,,QC454 .M5 T68,[048661798X],"[048661798X, 9780486617985]",Gases > Spectra|Microwave spectroscopy,537.5344,Dynamic > Electricity > Induction spark in rarified gases > Mathematics and Science > Physics,,1,amazon.com,2013-08-17,,,2968355,,,,
101096174,Doing Bayesian Data Analysis: A Tutorial with R and BUGS,1,"Kruschke, John K.",,,,"Academic Press (2010), Edition: 1, Hardcover, 672 pages",2010,,,,,Doing Bayesian Data Analysis: A Tutorial with R and BUGS by John K. Kruschke (2010),Hardcover,672 p.; 7.48 x 1.3 inches,2.85 pounds,1.3 inches,9.17 inches,7.48 inches,1.3 x 7.48 x 9.17 inches,672 ,,,,,,,,Your library,English,English,QA279.5 .K79,[0123814855],"[0123814855, 9780123814852]",,519.5,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science > Statistical Mathematics",,1,amazon.com,2013-08-17,,,10737618,,,,
102279642,Python Essential Reference (3rd Edition),1,"Beazley, David M.",,,,"Sams (2006), Edition: 3, Paperback, 648 pages",2006,,,,,Python Essential Reference (3rd Edition) by David M. Beazley (2006),Paperback,648 p.,1.9 pounds,,8.86 inches,5.91 inches,8.9 x 5.91 x 8.86 inches,648 ,,,,,,,,Your library,English,English,QA76.73 .P98,[0672328623],"[0672328623, 9780672328626]",Python (Computer program language),005.133,Computer Software > Computing And Information > General Programming Languages > Information > Languages > Programming,,1,amazon.com,2013-09-24,,,155139,,,,
141561886,Generalized Linear Models: A Unified Approach (Quantitative Applications in the Social Sciences),1,"Gill, Jeff",Author,,,"SAGE Publications, Inc (2000), Edition: 1, 112 pages",2000,,,,,Generalized Linear Models: A Unified Approach (Quantitative Applications in the Social Sciences) by Jeff Gill (2000),Paperback,112 p.; 5.5 inches,0.3 pounds,5.5 inches,8.5 inches,0.29 inches,5.5 x 0.29 x 8.5 inches,112 ,,,,,,,,Your library,English,English,,[0761920552],"[0761920552, 9780761920557]",,519.535,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science > Statistical Mathematics",,1,amazon.com books,2017-05-17,,,123701,,,,
141561924,Data Analysis Using Regression and Multilevel/Hierarchical Models,1,"Gelman, Andrew",Author,,,"Cambridge University Press (2006), Edition: 1, 648 pages",2006,,,,,Data Analysis Using Regression and Multilevel/Hierarchical Models by Andrew Gelman (2006),Paperback,648 p.; 6.97 inches,2.45 pounds,6.97 inches,9.96 inches,1.38 inches,6.97 x 1.38 x 9.96 inches,648 ,,,,,,,,Your library,English,English,HA31.3 .G45,[052168689X],"[052168689X, 9780521686891]",Multilevel models (Statistics)|Regression Analysis|Regression analysis,519.536,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science > Statistical Mathematics",,1,amazon.com books,2017-05-17,,,1526203,,,,
141561951,"Bayesian Data Analysis, Third Edition (Chapman & Hall/CRC Texts in Statistical Science)",1,"Gelman, Andrew",Author,,,"Chapman and Hall/CRC (2013), Edition: 3, 675 pages",2013,,,,,"Bayesian Data Analysis, Third Edition (Chapman & Hall/CRC Texts in Statistical Science) by Andrew Gelman (2013)",Hardcover,675 p.; 7.5 x 1.25 inches,2.9 pounds,1.25 inches,10.25 inches,7.5 inches,1.25 x 7.5 x 10.25 inches,675 ,,,,,,,,Your library,English,English,QA279.5 .B386,[1439840954],"[1439840954, 9781439840955]",,519.542,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science > Statistical Mathematics",,1,amazon.com books,2017-05-17,,,1026863,,,,
141561963,Programming Ruby 1.9 & 2.0: The Pragmatic Programmers' Guide (The Facets of Ruby),1,"Thomas, Dave",Author,,,"Pragmatic Bookshelf (2013), Edition: 4, 888 pages",2013,,,,,Programming Ruby 1.9 & 2.0: The Pragmatic Programmers' Guide (The Facets of Ruby) by Dave Thomas (2013),Paperback,888 p.; 7.5 inches,2.9 pounds,7.5 inches,9.2 inches,1.8 inches,7.5 x 1.8 x 9.2 inches,888 ,,,,,,,,Your library,English,English,QA76.64 .T4943,[1937785491],"[1937785491, 9781937785499]",,,,,1,amazon.com books,2017-05-17,,,14388484,,,,
141561992,SQL Pocket Guide: A Guide to SQL Usage,1,"Gennick, Jonathan",Author,,,"O'Reilly Media (2010), Edition: 3, 206 pages",2010,,,,,SQL Pocket Guide: A Guide to SQL Usage by Jonathan Gennick (2010),Paperback,206 p.; 4.25 inches,0.35 pounds,4.25 inches,7 inches,0.48 inches,4.25 x 0.48 x 7 inches,206 ,,,,,,,,Your library,English,English,QA76.73 .S67,[1449394094],"[1449394094, 9781449394097]",Database management|Relational databases|SQL (Computer program language),005.7565,Computer Software > Computing And Information > Data > Information > Relational Databases > Specific Databases And Data Files,,1,amazon.com books,2017-05-17,,,188093,,,,
141562064,Introduction to Probability (Chapman & Hall/CRC Texts in Statistical Science),1,"Blitzstein, Joseph K.",Author,,,"Chapman and Hall/CRC (2014), Edition: 1, 596 pages",2014,,,,,Introduction to Probability (Chapman & Hall/CRC Texts in Statistical Science) by Joseph K. Blitzstein (2014),Hardcover,596 p.; 10.1 inches,,10.1 inches,1.3 inches,7.1 inches,10.1 x 7.1 x 1.3 inches,596 ,,,,,,,,Your library,English,English,QA273 .B5922,[1466575573],"[1466575573, 9781466575578]",,,,,1,amazon.com books,2017-05-17,,,17033698,,,,
141562097,The Variational Principles of Mechanics (Dover Books on Physics),5,"Lanczos, Cornelius",Author,,,"Dover Publications (2012), Edition: 4th Revised ed., 464 pages",2012,,,,,The Variational Principles of Mechanics (Dover Books on Physics) by Cornelius Lanczos (2012),Ebook,,,,,,,464 ,,,,,,,,Your library,English,English,QA805 .L278,[0486134709],"[0486134709, 9780486134703]","Mechanics, Analytic|Variational principles",531.0151,Mathematics and Science > Mechanics > Physics,,1,amazon.com books,2017-05-17,,,369765,,,,
141562122,Calculus of Variations (Dover Books on Mathematics),1,"Gelfand, I. M.",Author,,,"Dover Publications (2012), 242 pages",2012,,,,,Calculus of Variations (Dover Books on Mathematics) by I. M. Gelfand (2012),Ebook,,,,,,,242 ,,,,,,,,Your library,English,,QA315 .G41713,[9780486135014],"[9780486135014, 0486135012]",Calculus of variations,515.64,Analysis > Mathematics > Mathematics and Science > Other Methods > Reflections,,1,amazon.com books,2017-05-17,,,1306010,,,,
141562137,Probability Theory: The Logic of Science,1,"Jaynes, E. T.",Author,"Bretthorst, G. Larry",Editor,"Cambridge University Press (2003), Edition: 1, 753 pages",2003,,,,,Probability Theory: The Logic of Science by E. T. Jaynes (2003),Hardcover,753 p.; 6.85 inches,3.75 pounds,6.85 inches,9.72 inches,1.54 inches,6.85 x 1.54 x 9.72 inches,753 ,,,,,,,,Your library,English,English,QA273 .J36,[0521592712],"[0521592712, 9780521592710]",Probabilities,519.2,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science > Probabilities",,1,amazon.com books,2017-05-17,,,323850,,,,
141562153,"Doing Bayesian Data Analysis, Second Edition: A Tutorial with R, JAGS, and Stan",1,"Kruschke, John",Author,,,"Academic Press (2014), Edition: 2, 776 pages",2014,,,,,"Doing Bayesian Data Analysis, Second Edition: A Tutorial with R, JAGS, and Stan by John Kruschke (2014)",Hardcover,776 p.; 7.8 inches,3.7 pounds,7.8 inches,9.3 inches,1.7 inches,7.8 x 1.7 x 9.3 inches,776 ,,,,,,,,Your library,English,English,QA279.5 .K79,[0124058884],"[0124058884, 9780124058880]",,519.5,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science > Statistical Mathematics",,1,amazon.com books,2017-05-17,,,15483383,,,,
141562178,Elements of Information Theory 2nd Edition (Wiley Series in Telecommunications and Signal Processing),1,"Cover, Thomas M.",Author,,,"Wiley-Interscience (2006), Edition: 2, 792 pages",2006,,,,,Elements of Information Theory 2nd Edition (Wiley Series in Telecommunications and Signal Processing) by Thomas M. Cover (2006),Hardcover,792 p.; 6.4 inches,2.58 pounds,6.4 inches,9.5 inches,1.62 inches,6.4 x 1.62 x 9.5 inches,792 ,,,,,,,,Your library,English,English,Q360 .C68,[0471241954],"[0471241954, 9780471241959]",Information theory,003.54,Communication And Control > Computing And Information > Information > Information Theory > Systems Theory,,1,amazon.com books,2017-05-17,,,243797,,,,
141562633,Geometric Algebra for Physicists,1,"Doran, Chris",Author,,,"Cambridge University Press (2007), Edition: 1, 594 pages",2007,,,,,Geometric Algebra for Physicists by Chris Doran (2007),Paperback,594 p.; 6.85 inches,2.5 pounds,6.85 inches,9.72 inches,1.22 inches,6.85 x 1.22 x 9.72 inches,594 ,,,,,,,,Your library,English,English,QC20.7 .C55,[0521715954],"[0521715954, 9780521715959]",,530.15635,Mathematical Physics > Mathematics and Science > Physics > Physics > Theoretical Physics,,1,amazon.com books,2017-05-17,,,260416,,,,
141562645,New Foundations for Classical Mechanics (Fundamental Theories of Physics),1,"Hestenes, D.",Author,,,"Springer (1999), Edition: 2nd, 706 pages",1999,,,,,New Foundations for Classical Mechanics (Fundamental Theories of Physics) by D. Hestenes (1999),Paperback,706 p.; 6.1 inches,1.1 pounds,6.1 inches,9.25 inches,1.64 inches,6.1 x 1.64 x 9.25 inches,706 ,,,,,,,,Your library,English,English,QA805 .H58,[0792355148],"[0792355148, 9780792355144]",,530,Mathematics and Science > Physics > Physics,,1,amazon.com books,2017-05-17,,,1030207,,,,
141562651,Linear and Geometric Algebra,1,"MacDonald, Alan",Author,,,"CreateSpace Independent Publishing Platform (2011), 220 pages",2011,,,,,Linear and Geometric Algebra by Alan MacDonald (2011),Paperback,220 p.; 6.69 inches,0.78 pounds,6.69 inches,9.61 inches,0.5 inches,6.69 x 0.5 x 9.61 inches,220 ,,,,,,,,Your library,English,English,,[1453854932],"[1453854932, 9781453854938]",,,,,1,amazon.com books,2017-05-17,,,12119094,,,,
141562658,Vector and Geometric Calculus,1,"MacDonald, Alan",Author,,,"CreateSpace Independent Publishing Platform (2012), 206 pages",2012,,,,,Vector and Geometric Calculus by Alan MacDonald (2012),Paperback,206 p.; 6.69 inches,0.72 pounds,6.69 inches,9.61 inches,0.47 inches,6.69 x 0.47 x 9.61 inches,206 ,,,,,,,,Your library,English,English,,[1480132454],"[1480132454, 9781480132450]",,,,,1,amazon.com books,2017-05-17,,,13599964,,,,
141562664,A First Course in General Relativity,3,"Schutz, Bernard",Author,,,"Cambridge University Press (2009), Edition: 2nd, 406 pages",2009,,,,,A First Course in General Relativity by Bernard Schutz (2009),Hardcover,406 p.; 7.44 inches,2.25 pounds,7.44 inches,9.69 inches,0.79 inches,7.44 x 0.79 x 9.69 inches,406 ,,,,,,,,Your library,English,English,QC173.6 .S38,[0521887054],"[0521887054, 9780521887052]",Astrophysics|General relativity (Physics)|astrophysics,530.11,Mathematics and Science > Physics > Physics > Relativity > Theoretical Physics,,1,amazon.com books,2017-05-17,,,80799,,,,
141562673,Optimal Statistical Decisions,1,"DeGroot, Morris H.",Author,,,"Wiley-Interscience (2004), Edition: 1, 489 pages",2004,,,,,Optimal Statistical Decisions by Morris H. DeGroot (2004),Paperback,489 p.; 6.2 inches,1.55 pounds,6.2 inches,9.2 inches,1.1 inches,6.2 x 1.1 x 9.2 inches,489 ,,,,,,,,Your library,English,English,QA279.4 .D43,[047168029X],"[047168029X, 9780471680291]",Bayesian statistical decision theory|Statistical decision,519.8,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science > Special Topics",,1,amazon.com books,2017-05-17,,,363609,,,,
141562713,Kalman Filtering : Theory and Practice Using MATLAB,1,"Grewal, Mohinder S.",Author,,,"Wiley-Interscience (2001), Edition: 2, 416 pages",2001,,,,,Kalman Filtering : Theory and Practice Using MATLAB by Mohinder S. Grewal (2001),Hardcover,416 p.; 6.34 inches,1.68 pounds,6.34 inches,9.33 inches,0.98 inches,6.34 x 0.98 x 9.33 inches,416 ,,,,,,,,Your library,English,English,QA402.3 .G695,[0471392545],"[0471392545, 9780471392545]",Kalman filtering,003.5,Communication And Control > Computing And Information > Information > Systems Theory,,1,amazon.com books,2017-05-17,,,1450957,,,,
141562739,Classical Mechanics (3rd Edition),1,"Goldstein, Herbert",Author,,,"Pearson (2001), Edition: 3, 680 pages",2001,,,,,Classical Mechanics (3rd Edition) by Herbert Goldstein (2001),Hardcover,680 p.; 7.5 inches,2.79 pounds,7.5 inches,9.4 inches,1.7 inches,7.5 x 1.7 x 9.4 inches,680 ,,,,,,,,Your library,English,English,QA805 .G6,[0201657023],"[0201657023, 9780201657029]","Mechanics|Mechanics, Analytic",531,Mathematics and Science > Mechanics > Physics,,1,amazon.com books,2017-05-17,,,43204,,,,
141562781,Vacuum technology,1,"Roth, A",Author,,,"sole distributors for the U.S.A. and Canada, American Elsevier Pub. Co (1976), 496 pages",1976,,,,,Vacuum technology by A Roth (1976),Hardcover,496 p.; 8.9 inches,1.95 pounds,8.9 inches,1.2 inches,6.1 inches,8.9 x 6.1 x 1.2 inches,496 ,,,,,,,,Your library,English,,,[0444108017],"[0444108017, 9780444108012]",,,,,1,amazon.com books,2017-05-17,,,15382087,,,,
141562791,Scala for the Impatient,1,"Horstmann, Cay S.",Author,,,"Addison-Wesley Professional (2010), Edition: 1, 384 pages",2012,,,,,Scala for the Impatient by Cay S. Horstmann (2012),Paperback,384 p.; 7 inches,1.39 pounds,7 inches,9.1 inches,0.9 inches,7 x 0.9 x 9.1 inches,384 ,,,,,,,,Your library,English,English,QA76.73 .S28,[0321774094],"[0321774094, 9780321774095]",,005.13,Computer Software > Computing And Information > Information > Languages > Programming,,1,amazon.com books,2017-05-17,,,11928481,,,,
141562842,Mathematical Methods in the Physical Sciences,1,"Boas, M. L.",Author,,,"John Wiley and Sons (WIE) (1983), Edition: 2nd, 816 pages",1983,,,,,Mathematical Methods in the Physical Sciences by M. L. Boas (1983),Paperback,816 p.; 8.98 inches,2.2 pounds,8.98 inches,1.57 inches,5.98 inches,8.98 x 5.98 x 1.57 inches,816 ,,,,,,,,Your library,English,English,QA37.2 .B59,[0471099600],"[0471099600, 9780471099604]",Mathematical physics|Mathematics|Mathematics > Textbooks|mathematics,510,General Mathematics > Mathematics > Mathematics and Science,,1,amazon.com books,2017-05-17,,,76041,,,,
141562851,Bootstrap Methods and their Application (Cambridge Series in Statistical and Probabilistic Mathematics),1,"Davison, A. C.",Author,,,"Cambridge University Press (1997), Edition: 1, 594 pages",1997,,,,,Bootstrap Methods and their Application (Cambridge Series in Statistical and Probabilistic Mathematics) by A. C. Davison (1997),Paperback,594 p.; 6.97 inches,2.2 pounds,6.97 inches,9.96 inches,1.3 inches,6.97 x 1.3 x 9.96 inches,594 ,,,,,,,,Your library,English,English,QA276.8 .D38,[0521574714],"[0521574714, 9780521574716]",Bootstrap (Statistics),519.544,"Applied Mathematics, Probabilities > Mathematics > Mathematics and Science > Statistical Mathematics",,1,amazon.com books,2017-05-17,,,123684,,,,
141562858,Statistical Decomposition Analysis: With Applications in the Social and Administrative Sciences (Study in Mathematics & Managerial Economics),1,"Theil, Henri",Author,,,"Elsevier Science Publishing Co Inc.,U.S. (1972), Edition: First Edition, 352 pages",1972,,,,,Statistical Decomposition Analysis: With Applications in the Social and Administrative Sciences (Study in Mathematics & Managerial Economics) by Henri Theil (1972),Hardcover,352 p.,1.74 pounds,,,,,352 ,,,,,,,,Your library,English,English,,[0720433142],"[0720433142, 9780720433142]",,,,,1,amazon.com books,2017-05-17,,,18332774,,,,
141562875,Solid State Physics,1,"Ashcroft, Neil W.",Author,,,"Brooks Cole (1976), Edition: 1, 848 pages",1976,,,,,Solid State Physics by Neil W. Ashcroft (1976),Hardcover,848 p.; 7.25 x 1.5 inches,3.2 pounds,1.5 inches,9.75 inches,7.25 inches,1.5 x 7.25 x 9.75 inches,848 ,,,,,,,,Your library,English,English,QC176 .A83,[0030839939],"[0030839939, 9780030839931]",Solid state physics,530.41,Mathematics and Science > Physics > Physics > Special Topics,,1,amazon.com books,2017-05-17,,,115150,,,,
141562882,Modern Quantum Mechanics,1,Sakurai,Author,,,"PEARSON EDUCATION (2013), Edition: 2nd",2013,,,,,Modern Quantum Mechanics by Sakurai (2013),Paperback,,1.83 pounds,,,,,,,,,,,,,Your library,English,English,,[9332519005],"[9332519005, 9789332519008]",,,,,1,amazon.com books,2017-05-17,,,18252920,,,,
141562891,"Combinatorics: Topics, Techniques, Algorithms",1,"Cameron, Peter J.",Author,,,"Cambridge University Press (1995), Edition: 1, 368 pages",1995,,,,,"Combinatorics: Topics, Techniques, Algorithms by Peter J. Cameron (1995)",Paperback,368 p.; 6.85 inches,1.35 pounds,6.85 inches,9.72 inches,0.75 inches,6.85 x 0.75 x 9.72 inches,368 ,,,,,,,,Your library,English,English,QA164 .C346,[0521457610],"[0521457610, 9780521457613]",Combinatorial analysis,511.6,Combinatorics > General Principles > Mathematics > Mathematics and Science,,1,amazon.com books,2017-05-17,,,1141886,,,,
141562905,"Statistical Mechanics by Pathria, R K, Beale, Paul D.. (Academic Press,2011) [Paperback] 3rd EDITION",1,,,,,"Academic,2011",?,,,,,"Statistical Mechanics by Pathria, R K, Beale, Paul D.. (Academic Press,2011) [Paperback] 3rd EDITION (?)",Paperback,,,,,,,,,,,,,,,Your library,,,,,,,,,,1,amazon.com books,2017-05-17,,,19572747,,,,
141563375,Quantum Computation and Quantum Information,1,Nielsen,Author,,,"Cambridge University Press (2013), Edition: 1",2013,,,,,Quantum Computation and Quantum Information by Nielsen (2013),Paperback,,1.98 pounds,,,,,,,,,,,,,Your library,English,,,[110761919X],"[110761919X, 9781107619197]",,,,,1,amazon.com books,2017-05-17,,,19572809,,,,
141563389,Introduction to Quantum Mechanics,1,"Griffiths, David J.",Author,,,"Cambridge University Press (2016), Edition: 2, 465 pages",2016,,,,,Introduction to Quantum Mechanics by David J. Griffiths (2016),Hardcover,465 p.; 6.97 inches,,6.97 inches,9.21 inches,0.98 inches,6.97 x 0.98 x 9.21 inches,465 ,,,,,,,,Your library,English,English,QC174.12 .G75,[1107179866],"[1107179866, 9781107179868]",,530.12,Mathematics and Science > Physics > Physics > Quantum Mechanics > Theoretical Physics,,1,amazon.com books,2017-05-17,,,9599711,,,,
